sep=,
DeviceTag:,ST-1
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-04-30_21:01:53_232 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1,4021926163,0.161154,-0.673597,-0.330437,-0.641177,-0.282830,0.036451,0.167948
2,4021942830,0.162659,-0.672057,-0.328387,-0.643461,-0.324152,-0.111612,-0.293998
3,4021959497,0.163078,-0.672545,-0.327171,-0.643466,-0.516884,0.011000,-0.447971
4,4021976164,0.164023,-0.673920,-0.325581,-0.642592,-0.523181,0.175309,-0.516596
5,4021992831,0.165988,-0.674726,-0.323443,-0.642322,-0.359873,0.254875,-0.664083
6,4022009498,0.168491,-0.674747,-0.320992,-0.642877,-0.179145,0.080765,-0.814851
7,4022026165,0.170695,-0.674698,-0.318921,-0.643377,-0.052110,-0.188999,-0.670199
8,4022042832,0.172386,-0.674600,-0.317304,-0.643830,0.163355,-0.398722,-0.559642
9,4022059499,0.173709,-0.673987,-0.315911,-0.644799,0.313376,-0.514818,-0.532555
10,4022076166,0.174763,-0.672913,-0.314624,-0.646264,0.345089,-0.631354,-0.521173
11,4022092833,0.175599,-0.671774,-0.313409,-0.647811,0.390714,-0.713720,-0.682748
12,4022109500,0.176156,-0.671175,-0.312335,-0.648799,0.485700,-0.662671,-0.800398
13,4022126167,0.176469,-0.671204,-0.311386,-0.649140,0.596633,-0.439322,-0.812069
14,4022142834,0.176820,-0.671114,-0.309888,-0.649854,0.714669,-0.455021,-1.005034
15,4022159501,0.177140,-0.670605,-0.307541,-0.651405,0.617667,-0.621459,-1.224383
16,4022176168,0.177099,-0.670461,-0.304641,-0.652925,0.423949,-0.981811,-1.392294
17,4022192835,0.176349,-0.671638,-0.301984,-0.653153,0.314927,-1.246269,-1.433753
18,4022209502,0.174469,-0.675076,-0.300015,-0.651017,0.411118,-1.295874,-1.237435
19,4022226169,0.170192,-0.682708,-0.299355,-0.644462,0.469885,-0.420190,-0.021753
20,4022242836,0.163627,-0.693834,-0.299831,-0.633973,0.107881,0.792415,2.234042
21,4022259503,0.158415,-0.702007,-0.299430,-0.626445,-0.244318,1.746525,3.509978
22,4022276170,0.156137,-0.704361,-0.295460,-0.626258,-0.081115,2.591052,2.789755
23,4022292837,0.157684,-0.701568,-0.288685,-0.632139,-1.117331,2.462169,1.764332
24,4022309504,0.160896,-0.697434,-0.279878,-0.639817,-1.054993,1.932335,-0.555621
25,4022326171,0.160312,-0.701131,-0.271544,-0.639515,-1.199178,2.046335,-0.336520
26,4022342838,0.157424,-0.711317,-0.266994,-0.630841,-1.134361,2.818822,1.419909
27,4022359505,0.154466,-0.720924,-0.263583,-0.622040,0.312561,3.487139,1.892195
28,4022376172,0.153500,-0.724081,-0.258147,-0.620889,1.101242,3.336039,2.965378
29,4022392839,0.154176,-0.719538,-0.251265,-0.628776,0.649683,3.118182,1.942714
