sep=,
DeviceTag:,ST-1
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-04-30_21:28:42_678 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1,1336399117,0.203882,-0.740971,-0.280053,-0.575298,0.044190,0.043656,0.048244
2,1336415784,0.204207,-0.739967,-0.279888,-0.576555,0.043656,-0.021233,0.013698
3,1336432451,0.204608,-0.738633,-0.279759,-0.578184,-0.031053,-0.161632,-0.058928
4,1336449118,0.204739,-0.737741,-0.280021,-0.579148,-0.188080,-0.268178,-0.041752
5,1336465785,0.204563,-0.738047,-0.280777,-0.578454,-0.243859,-0.339911,0.086383
6,1336482452,0.203833,-0.739514,-0.282011,-0.576233,-0.191870,-0.292118,0.229578
7,1336499119,0.202867,-0.741550,-0.283370,-0.573283,-0.132651,-0.104356,0.197537
8,1336515786,0.202310,-0.743226,-0.284305,-0.570842,0.029420,-0.062138,0.313480
9,1336532453,0.202350,-0.743713,-0.284709,-0.569991,0.164280,-0.111719,0.359078
10,1336549120,0.202578,-0.743287,-0.284830,-0.570405,0.106984,-0.102131,0.266323
11,1336565787,0.202984,-0.742663,-0.284927,-0.571025,-0.044328,-0.093641,0.266349
12,1336582454,0.203483,-0.742492,-0.285294,-0.570886,-0.006004,-0.057529,0.175837
13,1336599121,0.203919,-0.742683,-0.285887,-0.570186,0.021006,-0.052910,0.209521
14,1336615788,0.204392,-0.742844,-0.286476,-0.569510,0.165111,-0.033495,0.048198
15,1336632455,0.204597,-0.742748,-0.287018,-0.569289,0.127644,0.041209,-0.019153
16,1336649122,0.204891,-0.742426,-0.287521,-0.569350,-0.012593,0.198597,-0.097243
17,1336665789,0.205408,-0.742066,-0.287940,-0.569421,-0.058379,0.226511,-0.006258
18,1336682456,0.206188,-0.741574,-0.288091,-0.569704,0.021967,0.034462,0.054690
19,1336699123,0.206744,-0.741141,-0.287959,-0.570132,0.151774,-0.159729,0.003455
20,1336715790,0.206923,-0.740894,-0.287850,-0.570443,0.161945,-0.209287,-0.093099
21,1336732457,0.206968,-0.740852,-0.287901,-0.570456,0.089146,-0.203374,-0.075200
22,1336749124,0.206926,-0.740931,-0.287936,-0.570351,0.039787,-0.173378,0.011140
