PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
385,1913786425,8.65257549285889,-10.65154743194580,97.36663055419922,2.80807375907898,1.20722019672394,8.91083526611328,11.95776748657227,5.17362928390503,18.88035011291504
386,1913794758,8.70125389099121,-10.66096591949463,97.52438354492188,2.97262644767761,1.10842454433441,8.89093112945557,11.00781059265137,4.54400491714478,17.47269058227539
387,1913803091,8.74638271331787,-10.64586257934570,97.66788482666016,3.01437973976135,1.02654838562012,8.88981342315674,10.40145683288574,4.52647209167480,15.65150547027588
388,1913811424,8.78919887542725,-10.63035202026367,97.79222106933594,3.06660342216492,1.01273560523987,8.91291618347168,9.70481300354004,4.22259664535522,13.41006565093994
389,1913819757,8.83801174163818,-10.62247848510742,97.90054321289062,3.01699590682983,0.99531185626984,8.91023540496826,9.94773864746094,5.86526346206665,11.36638259887695
390,1913828090,8.89085674285889,-10.59534263610840,98.00342559814453,2.91239094734192,1.06252837181091,8.95845127105713,10.35062408447266,8.14208793640137,10.35508060455322
391,1913836423,8.94818878173828,-10.53427219390869,98.10144805908203,2.89254570007324,1.14373040199280,8.97473239898682,10.82996940612793,9.21678543090820,9.48668193817139
392,1913844756,9.00778865814209,-10.50084686279297,98.18861389160156,2.79212808609009,1.18281066417694,8.94878196716309,10.82569217681885,8.70585727691650,8.38145351409912
393,1913853089,9.07078647613525,-10.44554996490479,98.27075195312500,2.73443984985352,1.24343097209930,8.97807788848877,11.14325904846191,8.26823902130127,7.72711277008057
394,1913861422,9.13405513763428,-10.39978218078613,98.34699249267578,2.68376231193542,1.32147073745728,8.89500427246094,11.04720401763916,7.01529312133789,7.21500730514526
395,1913869755,9.20101070404053,-10.37966918945312,98.41649627685547,2.68777012825012,1.33475685119629,8.81647586822510,11.31384944915771,6.92228746414185,6.54373455047607
396,1913878088,9.27696609497070,-10.34329795837402,98.48064422607422,2.75432157516479,1.35334169864655,8.83599281311035,12.28414058685303,8.79432868957520,5.59723615646362
397,1913886421,9.35703182220459,-10.26598834991455,98.53693389892578,2.84235310554504,1.48139667510986,8.89599514007568,12.59986305236816,10.43989086151123,4.25405120849609
398,1913894754,9.44254112243652,-10.19852542877197,98.58312988281250,2.89109754562378,1.52709841728210,8.91675472259521,13.02508640289307,12.22087574005127,2.86243009567261
399,1913903087,9.53440952301025,-10.10325145721436,98.63214874267578,2.91607093811035,1.58907198905945,9.09287643432617,13.84118270874023,12.44812679290771,3.02387690544128
400,1913911420,9.63521575927734,-10.01609992980957,98.67234039306641,3.05871677398682,1.66015374660492,9.16746425628662,14.73019790649414,11.29630184173584,2.14056944847107
401,1913919753,9.74385929107666,-9.96014118194580,98.70370483398438,3.19017076492310,1.80508279800415,9.19324874877930,15.44492721557617,10.69269180297852,1.30904150009155
402,1913928086,9.86274337768555,-9.90357780456543,98.72879791259766,3.23160886764526,1.93723142147064,9.24983787536621,16.51925086975098,10.71929073333740,0.54016596078873
403,1913936419,9.99299526214600,-9.82208442687988,98.74899291992188,3.35123705863953,2.08213758468628,9.37693977355957,17.81712722778320,10.27957248687744,-0.13611410558224
404,1913944752,10.13871002197266,-9.75753211975098,98.74445343017578,3.70687341690063,2.17035579681396,9.37469100952148,19.07084083557129,11.17138195037842,-3.13159728050232
405,1913953085,10.30715465545654,-9.63343048095703,98.70523834228516,3.49440264701843,2.35947895050049,9.53731632232666,21.18701744079590,14.07614421844482,-8.01303291320801
406,1913961418,10.48753833770752,-9.55848121643066,98.70684051513672,3.43863224983215,2.17651319503784,9.79712200164795,23.28002357482910,12.66045665740967,-2.70433926582336
407,1913969751,10.68008899688721,-9.47854614257812,98.71535491943359,3.56262898445129,2.45475578308105,9.83450889587402,25.03603744506836,9.86691761016846,-1.57662117481232
408,1913978084,10.87835407257080,-9.40748310089111,98.73023986816406,3.51246643066406,2.52928733825684,9.89234352111816,25.86119651794434,8.93363571166992,-0.66644436120987
409,1913986417,11.07813358306885,-9.38892936706543,98.74925994873047,3.51169300079346,2.57216739654541,9.95743083953857,25.86663627624512,6.54330015182495,0.47484976053238
410,1913994750,11.26969623565674,-9.39657306671143,98.77476501464844,3.51780200004578,2.60824680328369,9.97731685638428,24.94237327575684,3.70974993705750,1.81470525264740
411,1914003083,11.44359779357910,-9.39547538757324,98.80950164794922,3.54152417182922,2.63834357261658,10.02035140991211,23.30108642578125,1.21195077896118,3.20210075378418
