sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-06-09_15:39:32_660 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1,1097346859,0.152249,0.765984,-0.275872,0.560343,-0.235531,-0.100481,0.019561
2,1097363526,0.154074,0.767250,-0.275339,0.558370,-0.089293,-0.052904,0.004654
3,1097380193,0.155246,0.768320,-0.274967,0.556756,0.178882,-0.051138,0.114131
4,1097396860,0.156018,0.767994,-0.274986,0.556979,0.161440,-0.051013,0.188725
5,1097413527,0.156245,0.767313,-0.274634,0.558028,0.052845,-0.059255,0.089400
6,1097430194,0.156099,0.767008,-0.274140,0.558730,0.038574,-0.020568,0.030630
7,1097446861,0.156022,0.766905,-0.273938,0.558991,0.017622,-0.030316,0.168730
8,1097463528,0.156239,0.766804,-0.273828,0.559124,0.023477,-0.048496,0.274773
9,1097480195,0.156624,0.766569,-0.273547,0.559475,0.077586,0.045609,0.209623
10,1097496862,0.156948,0.766357,-0.273209,0.559840,0.156494,0.250895,0.094576
11,1097513529,0.156847,0.766215,-0.273099,0.560116,0.117992,0.149631,-0.088516
12,1097530196,0.156678,0.766200,-0.273290,0.560091,-0.048517,0.070521,-0.051758
13,1097546863,0.156308,0.766367,-0.273504,0.559862,-0.037403,0.055029,-0.053547
14,1097563530,0.155964,0.766631,-0.273870,0.559417,0.025715,-0.013469,-0.069616
15,1097580197,0.155774,0.766772,-0.274366,0.559033,0.066360,0.168060,0.009020
16,1097596864,0.155512,0.766832,-0.275040,0.558693,-0.008647,0.145520,-0.036802
17,1097613531,0.155136,0.767155,-0.275858,0.557951,0.014032,0.047461,-0.065173
18,1097630198,0.154780,0.767686,-0.276745,0.556878,0.061455,0.013646,0.049178
19,1097646865,0.154432,0.768065,-0.277369,0.556141,0.170258,0.117352,0.134397
20,1097663532,0.153969,0.768253,-0.277915,0.555738,0.048954,-0.015617,0.065727
21,1097680199,0.153415,0.768467,-0.278358,0.555374,-0.018415,0.011683,0.153440
22,1097696866,0.152691,0.768782,-0.278785,0.554922,0.074075,-0.002650,0.057160
23,1097713533,0.152089,0.769191,-0.279339,0.554242,0.020461,-0.164790,0.014238
24,1097730200,0.151508,0.769300,-0.279428,0.554204,0.285915,0.319005,0.174874
25,1097746867,0.150570,0.769488,-0.279593,0.554116,-0.220055,0.011832,0.095160
26,1097763534,0.150240,0.769534,-0.280356,0.553757,-0.135896,-0.010287,0.063194
27,1097780201,0.149548,0.769770,-0.281065,0.553257,-0.264386,-0.202246,0.067488
28,1097796868,0.149144,0.770116,-0.281932,0.552442,-0.157305,-0.169357,0.191284
29,1097813535,0.148874,0.770316,-0.282541,0.551925,-0.074141,-0.089468,0.237417
30,1097830202,0.148775,0.770349,-0.282987,0.551676,0.033259,-0.051237,0.162468
31,1097846869,0.148736,0.770328,-0.283252,0.551580,-0.106674,0.025305,0.239919
32,1097863536,0.148890,0.770222,-0.283384,0.551619,-0.047399,0.113636,0.141238
33,1097880203,0.149142,0.770180,-0.283617,0.551490,-0.038367,0.205080,0.073792
34,1097896870,0.149297,0.770238,-0.283935,0.551204,0.100918,0.265408,0.027315
35,1097913537,0.149552,0.770022,-0.284498,0.551146,-0.022752,0.092295,0.029307
