sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-06-09_16:09:49_837 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1,2914511380,0.141582,0.852722,-0.190247,0.465448,0.089674,0.005186,-0.033729
2,2914528047,0.140068,0.853263,-0.190522,0.464801,-0.003323,-0.037095,0.037687
3,2914544714,0.138697,0.854054,-0.189743,0.464079,-0.176268,-0.022846,0.290842
4,2914561381,0.139464,0.854240,-0.189752,0.463502,-0.297791,0.040736,0.545907
5,2914578048,0.140750,0.853928,-0.189252,0.463893,-0.200472,-0.041647,0.491247
6,2914594715,0.141820,0.853771,-0.188904,0.463998,-0.007830,-0.183757,0.141831
7,2914611382,0.142593,0.854175,-0.189290,0.462859,0.133130,-0.172809,-0.114161
8,2914628049,0.142672,0.854646,-0.190187,0.461596,0.191495,-0.139430,0.052510
9,2914644716,0.142511,0.854623,-0.190770,0.461447,0.046198,-0.010104,0.268663
10,2914661383,0.142561,0.853830,-0.191285,0.462684,0.113241,0.016635,0.189208
11,2914678050,0.142026,0.852940,-0.191886,0.464240,0.082937,-0.089880,-0.122735
12,2914694717,0.140510,0.852782,-0.192505,0.464733,0.012153,-0.091546,-0.243877
13,2914711384,0.139111,0.852938,-0.193367,0.464512,-0.099579,-0.031052,-0.137727
14,2914728051,0.138112,0.853430,-0.194728,0.463336,-0.052861,-0.043859,0.105762
15,2914744718,0.136630,0.854149,-0.196392,0.461745,0.036583,0.056777,0.309605
16,2914761385,0.135175,0.854516,-0.198429,0.460622,-0.198714,-0.092676,0.212975
17,2914778052,0.133793,0.854955,-0.200313,0.459394,-0.341499,-0.279656,-0.172784
18,2914794719,0.133021,0.855898,-0.202177,0.457040,-0.128908,-0.169091,-0.301912
19,2914811386,0.132148,0.856636,-0.203840,0.455167,-0.162242,-0.073569,0.060065
