sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2023.6.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Complete(Quaternion)
StartTime: ,2024-05-26_14:15:18_163 CEST
© Movella Technologies B. V. 2005-2024

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1,871559614,0.472761,0.230634,0.133945,-0.839864,-0.019880,-0.052677,0.089017
2,871576281,0.472016,0.231534,0.134843,-0.839892,-0.079526,-0.124008,0.086786
3,871592948,0.471499,0.232044,0.135782,-0.839891,-0.028886,-0.078420,0.062957
4,871609615,0.471089,0.233029,0.137032,-0.839645,0.087691,0.159335,0.078989
5,871626282,0.470600,0.234485,0.138359,-0.839296,0.125875,0.177584,0.064988
6,871642949,0.470507,0.235587,0.139076,-0.838921,0.075397,0.006575,0.060312
7,871659616,0.470608,0.236461,0.139685,-0.838517,0.023644,-0.043428,0.086632
8,871676283,0.470433,0.237604,0.140795,-0.838106,-0.019075,-0.048594,0.105731
9,871692950,0.470200,0.238884,0.142464,-0.837591,-0.045287,-0.082538,0.078937
10,871709617,0.469857,0.240552,0.144582,-0.836943,-0.015559,-0.028907,0.030818
11,871726284,0.469315,0.242732,0.147117,-0.836176,0.091469,0.131158,0.024763
12,871742951,0.468775,0.244676,0.149399,-0.835507,0.042045,0.073122,-0.055088
13,871759618,0.468483,0.245937,0.150691,-0.835068,0.012244,0.073165,-0.094694
14,871776285,0.468509,0.246578,0.151358,-0.834744,0.020416,0.046389,-0.020566
15,871792952,0.468517,0.247058,0.151867,-0.834505,0.038069,-0.017481,0.036319
16,871809619,0.468463,0.247528,0.152554,-0.834271,0.044421,-0.072344,0.067824
17,871826286,0.468394,0.248142,0.153498,-0.833954,0.026368,-0.051908,0.064079
18,871842953,0.468359,0.248927,0.154634,-0.833530,0.049908,0.031210,0.069134
19,871859620,0.468443,0.249530,0.155543,-0.833133,0.055676,0.024802,0.006609
20,871876287,0.468630,0.249807,0.155888,-0.832880,0.086267,-0.035419,0.004393
21,871892954,0.468807,0.249860,0.155919,-0.832759,0.101150,-0.053557,0.021777
22,871909621,0.468963,0.249896,0.155969,-0.832651,0.046612,-0.059664,0.039989
23,871926288,0.469028,0.249966,0.155981,-0.832591,0.058966,-0.049304,0.045517
24,871942955,0.469147,0.249973,0.155860,-0.832545,0.073937,-0.036166,0.024807
25,871959622,0.469335,0.249914,0.155640,-0.832498,0.071007,-0.035270,0.032398
26,871976289,0.469504,0.249864,0.155366,-0.832469,0.066584,-0.010830,0.037435
27,871992956,0.469593,0.249761,0.154950,-0.832527,0.063514,-0.018193,0.026514
28,872009623,0.469739,0.249573,0.154489,-0.832587,0.037743,-0.040102,0.022441
29,872026290,0.469881,0.249387,0.154035,-0.832646,0.030157,-0.025520,0.020501
30,872042957,0.469909,0.249168,0.153432,-0.832807,0.049272,-0.025546,-0.006863
